Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,year,month,day,SMA_50,SMA_200,RSI
2015-06-15,INDUSINDBK,EQ,810.8,810.0,810.0,792.45,793.35,794.55,799.49,626249,50067882105000.0,15810.0,232877.0,0.3719,2015,6,15,851.589,0.0,37.88695794135035
2015-06-16,INDUSINDBK,EQ,794.55,795.05,825.25,787.0,823.75,821.55,807.0,854175,68932156220000.01,19375.0,240028.0,0.281,2015,6,16,849.515,0.0,46.75277336451965
2015-06-17,INDUSINDBK,EQ,821.55,827.0,828.0,811.5,819.0,818.2,819.32,1319469,108106839450000.0,22187.0,553299.0,0.4193,2015,6,17,847.58,0.0,45.87778148909231
2015-06-18,INDUSINDBK,EQ,818.2,820.0,831.0,812.95,827.1,825.55,824.73,721061,59468389150000.0,15465.0,232196.0,0.322,2015,6,18,845.952,0.0,48.16974249333192
2015-06-19,INDUSINDBK,EQ,825.55,826.5,837.3,823.75,833.75,834.7,831.8,497932,41417741370000.0,14886.0,133757.0,0.2686,2015,6,19,844.607,0.0,50.95426856097404
2015-06-22,INDUSINDBK,EQ,834.7,833.8,865.5,832.95,838.5,839.25,849.57,1357595,115337166345000.0,35314.0,656324.0,0.4834,2015,6,22,842.5140000000001,0.0,52.32586309787234
2015-06-23,INDUSINDBK,EQ,839.25,842.7,847.5,829.2,833.6,833.6,840.61,1202887,101116096690000.0,25541.0,674701.0,0.5609000000000001,2015,6,23,840.2810000000001,0.0,50.439534557128724
2015-06-24,INDUSINDBK,EQ,833.6,834.25,854.5,834.25,842.2,844.5,846.51,905000,76609130820000.0,18827.0,401974.0,0.4442,2015,6,24,838.176,0.0,53.89281816224473
2015-06-25,INDUSINDBK,EQ,844.5,844.5,885.45,841.75,868.4,867.15,862.22,1929219,166341745720000.0,29257.0,1103986.0,0.5722,2015,6,25,836.5880000000001,0.0,60.11239977101608
2015-06-26,INDUSINDBK,EQ,867.15,864.4,884.7,851.0,883.0,869.4,862.5,1457184,125682051375000.0,25818.0,370056.0,0.254,2015,6,26,835.2870000000001,0.0,60.67982292406707
2015-06-29,INDUSINDBK,EQ,869.4,859.5,864.0,841.1,857.9,859.6,852.65,696937,59424397565000.0,16428.0,146019.0,0.2095,2015,6,29,834.9590000000001,0.0,56.88415101399915
2015-06-30,INDUSINDBK,EQ,859.6,860.95,874.8,855.0,871.8,872.7,863.49,738228,63745592810000.0,18662.0,223124.0,0.3021999999999999,2015,6,30,835.538,0.0,60.44591852569016
2015-07-01,INDUSINDBK,EQ,872.7,872.6,886.0,862.0,875.1,875.55,876.71,832607,72995628070000.0,19229.0,250153.0,0.3004,2015,7,1,836.293,0.0,61.19694083796194
2015-07-02,INDUSINDBK,EQ,875.55,883.4,883.4,868.0,870.5,869.75,874.28,688412,60186644854999.99,14338.0,240864.0,0.3499,2015,7,2,836.763,0.0,58.75208834784859
2015-07-03,INDUSINDBK,EQ,869.75,858.0,900.55,858.0,894.1,893.5,880.59,1092421,96197884420000.0,21313.0,426140.0,0.3901,2015,7,3,837.4580000000001,0.0,64.93045143973545
2015-07-06,INDUSINDBK,EQ,893.5,883.8,901.25,877.0,897.45,899.3,889.1,940588,83627787320000.0,22326.0,262816.0,0.2794,2015,7,6,838.8329999999999,0.0,66.25959183415631
2015-07-07,INDUSINDBK,EQ,899.3,896.0,912.0,895.0,895.1,898.95,904.14,698569,63160554629999.99,16465.0,229013.0,0.3278,2015,7,7,840.3510000000001,0.0,66.09679505160659
2015-07-08,INDUSINDBK,EQ,898.95,881.95,896.0,873.9,889.1,892.4,887.15,719187,63802572260000.0,18590.0,141540.0,0.1968,2015,7,8,841.645,0.0,62.978294018315026
2015-07-09,INDUSINDBK,EQ,892.4,891.85,897.4,875.25,896.95,893.0,885.12,1043039,92321668775000.0,20272.0,306489.0,0.2938,2015,7,9,842.8430000000001,0.0,63.149808137688325
2015-07-10,INDUSINDBK,EQ,893.0,897.9,904.0,887.0,893.2,894.95,894.77,528685,47305363955000.0,13723.0,171274.0,0.324,2015,7,10,844.2660000000001,0.0,63.73779244331239
2015-07-13,INDUSINDBK,EQ,894.95,904.2,927.7,895.05,926.95,923.95,911.64,3460092,315435877535000.0,76868.0,609838.0,0.1762,2015,7,13,845.911,0.0,71.11844312395036
2015-07-14,INDUSINDBK,EQ,923.95,933.0,933.8,919.35,921.0,924.05,926.09,1362690,126197784420000.0,29831.0,421175.0,0.3091,2015,7,14,847.6610000000001,0.0,71.14025633325164
2015-07-15,INDUSINDBK,EQ,924.05,921.35,932.0,918.0,927.15,927.15,926.87,728864,67555897954999.99,16353.0,204792.0,0.281,2015,7,15,850.145,0.0,71.85003541535656
2015-07-16,INDUSINDBK,EQ,927.15,930.0,937.2,924.0,933.0,932.3,929.93,1581760,147092050585000.0,18467.0,927299.0,0.5861999999999999,2015,7,16,852.887,0.0,73.03645402703307
2015-07-17,INDUSINDBK,EQ,932.3,933.3,938.75,925.1,936.55,935.85,932.3,941362,87763362805000.0,16687.0,429688.0,0.4565,2015,7,17,855.395,0.0,73.85447287013916
2015-07-20,INDUSINDBK,EQ,935.85,936.0,950.0,930.4,947.35,947.45,938.67,757943,71146011775000.0,13918.0,321799.0,0.4246,2015,7,20,857.951,0.0,76.37647434064279
2015-07-21,INDUSINDBK,EQ,947.45,947.0,951.25,932.8,939.3,938.35,942.52,378818,35704343930000.0,9535.0,101800.0,0.2687,2015,7,21,860.7130000000001,0.0,70.62138279046457
2015-07-22,INDUSINDBK,EQ,938.35,937.05,960.0,933.0,957.85,956.9,950.73,668776,63582721495000.01,15510.0,257889.0,0.3856,2015,7,22,863.507,0.0,74.79132349940893
2015-07-23,INDUSINDBK,EQ,956.9,954.1,964.9,945.0,948.45,949.8,951.42,714586,67986832879999.99,20087.0,195999.0,0.2743,2015,7,23,866.17,0.0,70.65746416609305
2015-07-24,INDUSINDBK,EQ,949.8,949.0,966.5,945.45,954.05,955.85,958.7,1061478,101763902835000.0,21202.0,406876.0,0.3833,2015,7,24,868.62,0.0,72.07389866135739
2015-07-27,INDUSINDBK,EQ,955.85,949.8,953.0,929.1,942.45,938.3,939.95,568643,53449744105000.0,12981.0,196186.0,0.345,2015,7,27,870.459,0.0,62.629312648610025
2015-07-28,INDUSINDBK,EQ,938.3,941.05,952.25,930.75,949.0,949.85,944.48,1002593,94692699640000.0,23212.0,517332.0,0.516,2015,7,28,872.5420000000001,0.0,65.80512931703653
2015-07-29,INDUSINDBK,EQ,949.85,949.0,959.0,944.55,950.0,953.6,953.54,900217,85839030325000.0,19388.0,483382.0,0.537,2015,7,29,874.5830000000001,0.0,66.79186931816417
